genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.376	lpp0214	VBILegPne27771_0376	Q5X8N6	240269	240784	+	516		Acetyltransferase, GNAT family	FIG01272034	PLF_445_00002388	PGF_10519603			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.377		VBILegPne27771_0377		241109	241270	-	162		hypothetical protein		PLF_445_00004464	PGF_02070352			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.378	lpp0215	VBILegPne27771_0378	Q5X8N5	241233	241457	-	225		hypothetical protein	FIG00760205	PLF_445_00002633	PGF_02069314			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.379	lpp0216	VBILegPne27771_0379	Q5X8N4	241674	241925	-	252		hypothetical protein	FIG00759045	PLF_445_00002032	PGF_02066491			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.380		VBILegPne27771_0380		242125	242259	+	135		hypothetical protein		PLF_445_00004974	PGF_02070676			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.381	lpp0217	VBILegPne27771_0381	Q5X8N3	242283	243719	+	1437		hypothetical protein	FIG00759994	PLF_445_00001993	PGF_12695466			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.382		VBILegPne27771_0382		243682	243882	+	201		hypothetical protein	FIG00760816	PLF_445_00003763	PGF_02069953			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.383	lpp0218	VBILegPne27771_0383	Q5X8N2	243980	244726	+	747		hypothetical protein	FIG00759728	PLF_445_00002304	PGF_03101288			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.384	lpp0219	VBILegPne27771_0384	Q5X8N1	245074	245952	-	879		Sensory box/GGDEF domain/EAL domain protein	FIG00450572	PLF_445_00002726	PGF_02069365			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.385	lpp0220	VBILegPne27771_0385	Q5X8N0	245982	247064	-	1083		Signalling protein containing EAL domain	FIG01561656	PLF_445_00002095	PGF_02067140			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.386	lpp0221	VBILegPne27771_0386	Q5X8M9	247179	247940	-	762		Methionine aminopeptidase (EC 3.4.11.18)	FIG00000036	PLF_445_00001853	PGF_06629251	GO:0004239|methionyl aminopeptidase activity	3.4.11.18|Methionyl aminopeptidase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.387	lpp0222	VBILegPne27771_0387	Q5X8M8	247921	248133	-	213		hypothetical protein	FIG00757842	PLF_445_00002038	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.388	lpp0223	VBILegPne27771_0388	Q5X8M7	248310	248789	-	480		hypothetical protein	FIG00758260	PLF_445_00001895	PGF_00086794			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.389	lpp0224	VBILegPne27771_0389	Q5X8M6	249025	250002	+	978		hypothetical protein	FIG00758732	PLF_445_00002210	PGF_02068356			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.390	lpp0225	VBILegPne27771_0390	Q5X8M5	250131	250589	-	459		UPF0047 protein TM0723	FIG01166000	PLF_445_00002196	PGF_00065351			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.391	lpp0226	VBILegPne27771_0391	Q5X8M4	250975	251748	+	774		hypothetical protein	FIG00759503	PLF_445_00002441	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.392	lpp0227	VBILegPne27771_0392	Q5X8M3	251830	252285	-	456		hypothetical protein	FIG00759077	PLF_445_00002449	PGF_02069194			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.393	lpp0228	VBILegPne27771_0393	Q5X8M2	252453	253337	-	885		Inner membrane protein YedI	FIG00757837	PLF_445_00001847	PGF_00014140			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.394		VBILegPne27771_0394		253394	253522	+	129		hypothetical protein	FIG00760571	PLF_445_00003369	PGF_02069729			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.395	lpp0229	VBILegPne27771_0395	Q5X8M1	253604	254014	-	411		Peptidyl-tRNA hydrolase domain protein	FIG01602976	PLF_445_00001191	PGF_00038028			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.396	lpp0230	VBILegPne27771_0396	Q5X8M0	254115	254840	-	726		putative lipoprotein	FIG00758469	PLF_445_00002361	PGF_00408347			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.397	lpp0231	VBILegPne27771_0397	Q5X8L9	254837	255523	-	687		Paraquat-inducible protein B	FIG00001192	PLF_445_00001541	PGF_12719092			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.398	lpp0232	VBILegPne27771_0398	Q5X8L8	255591	256346	-	756		Probable ABC transport system permease protein	FIG01411395	PLF_445_00002394	PGF_02069156			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.399	lpp0233	VBILegPne27771_0399	Q5X8L7	256612	257178	-	567		hypothetical protein	FIG00759933	PLF_445_00002214	PGF_02068400			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.400	lpp0234	VBILegPne27771_0400	Q5X8L6	257395	258093	+	699		hypothetical protein	FIG00760075	PLF_445_00002543	PGF_02069254			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.401	lpp0235	VBILegPne27771_0401	Q5X8L5	258223	259083	-	861		Transcriptional regulator, LysR family	FIG01304134	PLF_445_00001868	PGF_07987589			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.402	lpp0236	VBILegPne27771_0402	Q5X8L4	259194	260243	+	1050		PvcA protein, related to known isonitrile synthases	FIG00010203	PLF_445_00001256	PGF_00045750			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.403	lpp0237	VBILegPne27771_0403	Q5X8L3	260233	261069	+	837		PvcB protein, related to amino acid oxidizing enzymes	FIG00007181	PLF_445_00001547	PGF_00045753			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.404	lpp0238	VBILegPne27771_0404	Q5X8L2	261066	262508	+	1443		FAD monooxygenase, PheA/TfdB family	FIG01355690	PLF_445_00001761	PGF_00425548			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.405	lpp0239	VBILegPne27771_0405	Q5X8L1	262505	263653	+	1149		Sugar efflux permease, MFS-type	FIG01328260	PLF_445_00002099	PGF_02067183			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.406	lpp0240	VBILegPne27771_0406	Q5X8L0	263650	264882	+	1233		hypothetical protein	FIG00759603	PLF_445_00046803	PGF_02061767			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.407	lpp0241	VBILegPne27771_0407	Q5X8K9	265040	266182	-	1143		hypothetical protein	FIG00761216	PLF_445_00003348	PGF_02069711			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.408		VBILegPne27771_0408		266348	266512	-	165		hypothetical protein	FIG00758313	PLF_445_00003503	PGF_02069809			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.409	lpp0242	VBILegPne27771_0409	Q5X8K8	266722	267696	+	975		O-methyltransferase	FIG00821228	PLF_445_00002085	PGF_02067037			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.410	lpp0243	VBILegPne27771_0410	Q5X8K7	267801	268619	+	819		hypothetical protein	FIG00638284	PLF_445_00002956	PGF_02069495			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.411	lpp0244	VBILegPne27771_0411	Q5X8K6	268794	269636	-	843	htpX	Protease HtpX homolog	FIG01385468	PLF_445_00001860	PGF_00037823			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.412	lpp0245	VBILegPne27771_0412	Q5X8K5	269845	270756	+	912		hypothetical protein	FIG00759840	PLF_445_00001074	PGF_02057748			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.413	lpp0246	VBILegPne27771_0413	Q5X8K4	270803	271255	-	453		hypothetical protein	FIG00760120	PLF_445_00002704	PGF_02069351			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.414	lpp0247	VBILegPne27771_0414	Q5X8K3	271666	273144	+	1479		Putative dehydrogenase	FIG00759181	PLF_445_00003002	PGF_02069530			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.415		VBILegPne27771_0415		273177	273311	-	135		hypothetical protein	FIG00761195	PLF_445_00003598	PGF_02069853			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.416	lpp0248	VBILegPne27771_0416	Q5X8K2	273404	274813	+	1410		Peptidase M20:Peptidase M20	FIG01374658	PLF_445_00002175	PGF_00030343			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.417	lpp0249	VBILegPne27771_0417	Q5X8K1	274940	275992	+	1053		CaiB/BaiF family protein	FIG01324402	PLF_445_00001923	PGF_00414833			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.418	lpp0250	VBILegPne27771_0418	Q5X8K0	276189	277055	-	867		hypothetical protein	FIG00759321	PLF_445_00001643	PGF_05927691			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.419	lpp0251	VBILegPne27771_0419	Q5X8J9	277434	278387	+	954		hypothetical protein	FIG00757910	PLF_445_00002660	PGF_02069329			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.420	lpp0252	VBILegPne27771_0420	Q5X8J8	278622	280871	-	2250	katG	Catalase-peroxidase KatG (EC 1.11.1.21)	FIG00000907	PLF_445_00002054	PGF_00416702		1.11.1.21|Catalase peroxidase	00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00680|Methane metabolism;00940|Phenylpropanoid biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.421		VBILegPne27771_0421		280825	280938	+	114		hypothetical protein	FIG00758129	PLF_445_00002477	PGF_02069218			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.422	lpp0253	VBILegPne27771_0422	Q5X8J7	280991	281983	-	993		hypothetical protein	FIG00758276	PLF_445_00002452	PGF_02069197			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.423	lpp0254	VBILegPne27771_0423	Q5X8J6	282282	283535	-	1254		hypothetical protein	FIG00759312	PLF_445_00002116	PGF_00277702			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.424	lpp0255	VBILegPne27771_0424	Q5X8J5	283927	284244	+	318		hypothetical protein	FIG00759191	PLF_445_00002240	PGF_02068682			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.425	lpp0256	VBILegPne27771_0425	Q5X8J4	284496	287144	+	2649		hypothetical protein	FIG00638284	PLF_445_00002963	PGF_02069500			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.426	lpp0257	VBILegPne27771_0426	Q5X8J3	287559	288695	+	1137		carbohydrate-binding protein	FIG00002614	PLF_445_00003320	PGF_00069489			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.427		VBILegPne27771_0427		288790	288903	-	114		hypothetical protein		PLF_445_00003622	PGF_02069877			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.428	lpp0258	VBILegPne27771_0428	Q5X8J2	289073	290107	+	1035		hypothetical protein	FIG00758292	PLF_445_00002664	PGF_02860625			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.429	lpp0259	VBILegPne27771_0429	Q5X8J1	290220	291590	+	1371	qxtA	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	FIG00080642	PLF_445_00001233	PGF_01605461	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.430	lpp0260	VBILegPne27771_0430	Q5X8J0	291590	292579	+	990	qxtB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG00032582	PLF_445_00001234	PGF_10109529	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.431	lpp0261	VBILegPne27771_0431	Q5X8I9	292580	293356	-	777		FIG067747: Hypothetical protein	FIG00005069	PLF_445_00002263	PGF_02068925			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.432	lpp0262	VBILegPne27771_0432	Q5X8I8	293362	293898	-	537		hypothetical protein	FIG00760169	PLF_445_00002434	PGF_02069180			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.433	lpp0263	VBILegPne27771_0433	Q5X8I7	293888	295675	-	1788		Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain	FIG01359762	PLF_445_00002060	PGF_00423429			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.434	lpp0264	VBILegPne27771_0434	Q5X8I6	295758	296456	+	699		Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	FIG01350638	PLF_445_00001172	PGF_09551609			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.435		VBILegPne27771_0435		296473	297642	+	1170		hypothetical protein	FIG00760047	PLF_445_00001338	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.436		VBILegPne27771_0436		297731	298012	+	282		hypothetical protein	FIG00760047	PLF_445_00001338	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.437	lpp0266	VBILegPne27771_0437	Q5X8I5	298017	298430	-	414		hypothetical protein	FIG00758393	PLF_445_00002883	PGF_02069452			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.438		VBILegPne27771_0438		298606	298731	+	126		hypothetical protein	FIG00638284	PLF_445_00003481	PGF_02069788			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.439	lpp0267	VBILegPne27771_0439	Q5X8I4	298794	301679	+	2886		hypothetical protein	FIG00759419	PLF_445_00001628	PGF_02062319			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.440	lpp0268	VBILegPne27771_0440	Q5X8I3	301698	303668	+	1971		hypothetical protein	FIG00758596	PLF_445_00002009	PGF_02062319			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.441	lpp0269	VBILegPne27771_0441	Q5X8I2	303748	304335	+	588		hypothetical protein	FIG00759198	PLF_445_00002442	PGF_02069188			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.442	lpp0270	VBILegPne27771_0442	Q5X8I1	304477	304923	-	447		hypothetical protein	FIG00758098	PLF_445_00002363	PGF_02069138			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.443	lpp0271	VBILegPne27771_0443	Q5X8I0	304984	306399	-	1416		Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	FIG00000633	PLF_445_00000182	PGF_01147190	GO:0003913|DNA photolyase activity;GO:0006281|DNA repair	4.1.99.3|Deoxyribodipyrimidine photo-lyase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.444	lpp0272	VBILegPne27771_0444	Q5X8H9	306494	307201	-	708		CidA-associated membrane protein CidB	FIG00001473	PLF_445_00001441	PGF_03376181			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.445	lpp0273	VBILegPne27771_0445	Q5X8H8	307179	307568	-	390		Holin-like protein CidA	FIG00001480	PLF_445_00002382	PGF_00012257			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.446	lpp0274	VBILegPne27771_0446	Q5X8H7	307674	308558	+	885		Transcriptional regulator CidR, LysR family	FIG00001569	PLF_445_00001771	PGF_00017784			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.447	lpp0275	VBILegPne27771_0447	Q5X8H6	308681	308893	+	213		DNA gyrase inhibitor YacG	FIG00758967	PLF_445_00002546	PGF_01807874			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.448	lpp0276	VBILegPne27771_0448	Q5X8H5	308979	310058	-	1080	purK	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)	FIG00000375	PLF_445_00001774	PGF_00024274	GO:0034028|5-(carboxyamino)imidazole ribonucleotide synthase activity	6.3.4.18|5-(carboxyamino)imidazole ribonucleotide synthase	00230|Purine metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.449	lpp0277	VBILegPne27771_0449	Q5X8H4	310055	310555	-	501	purE	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)	FIG00000227	PLF_445_00001127	PGF_05172785	GO:0034023|5-(carboxyamino)imidazole ribonucleotide mutase activity	5.4.99.18|5-(carboxyamino)imidazole ribonucleotide mutase	00230|Purine metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.450	lpp0278	VBILegPne27771_0450	Q5X8H3	310615	311454	-	840		Glr2085 protein	FIG01435664	PLF_445_00002379	PGF_02069148			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.451	lpp0279	VBILegPne27771_0451	Q5X8H2	311479	311832	-	354		Distantly related to nitrogen regulatory protein P-II	FIG00005111	PLF_445_00001812	PGF_02064186			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.452	lpp0280	VBILegPne27771_0452	Q5X8H1	311846	314134	-	2289		Hypothetical transmembrane protein coupled to NADH-ubiquinone oxidoreductase chain 5 homolog	FIG00001964	PLF_445_00001454	PGF_00013457			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.453	lpp0281	VBILegPne27771_0453	Q5X8H0	314149	315669	-	1521		NADH dehydrogenase, subunit 5	FIG00002124	PLF_445_00001462	PGF_00024575	GO:0042773|ATP synthesis coupled electron transport		
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.454	lpp0282	VBILegPne27771_0454	Q5X8G9	315771	316622	+	852		Transcriptional regulator, LysR family	FIG01304134	PLF_445_00047081	PGF_07987589			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.455	lpp0283	VBILegPne27771_0455	Q5X8G8	316664	318253	+	1590		HlyB/MsbA family ABC transporter	FIG01378342	PLF_445_00014508	PGF_00012163			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.456	lpp0284	VBILegPne27771_0456	Q5X8G7	318250	319236	+	987		RND efflux system, membrane fusion protein	FIG01040901	PLF_445_00001783	PGF_10509026			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.457	lpp0285	VBILegPne27771_0457	Q5X8G6	319233	320630	+	1398		Outer membrane component of multidrug efflux pump	FIG01351935	PLF_445_00001687	PGF_02062917			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.458	lpp0286	VBILegPne27771_0458	Q5X8G5	320813	321919	+	1107		hypothetical protein	FIG00758666	PLF_445_00021853	PGF_02061734			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.459	lpp0287	VBILegPne27771_0459	Q5X8G4	322090	323655	-	1566		Amino acid-proton symporter related protein	FIG01331848	PLF_445_00001167	PGF_07229883			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.460	lpp0288	VBILegPne27771_0460	Q5X8G3	323803	324636	-	834		Heme oxygenase (EC 1.14.99.3)	FIG00024032	PLF_445_00002166	PGF_02067896	GO:0004392|heme oxygenase (decyclizing) activity	1.14.99.3|Heme oxygenase	00860|Porphyrin and chlorophyll metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.461		VBILegPne27771_0461		324863	324988	+	126		hypothetical protein		PLF_445_00004237	PGF_02070243			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.462		VBILegPne27771_0462		325017	325130	+	114		hypothetical protein		PLF_445_00003945	PGF_02070063			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.463		VBILegPne27771_0463		325187	325300	-	114		hypothetical protein		PLF_445_00004006	PGF_02070118			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.464	lpp0291	VBILegPne27771_0464	Q5X8G2	325750	326448	+	699		Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	FIG01350638	PLF_445_00001172	PGF_09551609			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.465	lpp0292	VBILegPne27771_0465	Q5X8G1	326541	327836	+	1296		L-Proline/Glycine betaine transporter ProP	FIG00061305	PLF_445_00003209	PGF_10337148			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.466	lpp0293	VBILegPne27771_0466	Q5X8G0	327811	328203	-	393		hypothetical protein	FIG00550231	PLF_445_00003949	PGF_00256829			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.467	lpp0294	VBILegPne27771_0467	Q5X8F9	328441	329259	+	819	cyoA	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG00001095	PLF_445_00003402	PGF_05122891	GO:0004129|cytochrome-c oxidase activity;GO:0005507|copper ion binding;GO:0006118|electron transport;GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0016020|membrane;GO:0016021|integral to membrane	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.468	lpp0295	VBILegPne27771_0468	Q5X8F8	329262	331256	+	1995	cyoB	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	FIG00001077	PLF_445_00003401	PGF_08301315	GO:0004129|cytochrome-c oxidase activity;GO:0006118|electron transport;GO:0016020|membrane	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.469	lpp0296	VBILegPne27771_0469	Q5X8F7	331256	331852	+	597	cyoC	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	FIG00001056	PLF_445_00003515	PGF_00420155	GO:0004129|cytochrome-c oxidase activity;GO:0006118|electron transport;GO:0016020|membrane	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.470	lpp0297	VBILegPne27771_0470	Q5X8F6	331854	332192	+	339	cyoD	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	FIG00001063	PLF_445_00003802	PGF_04012930	GO:0006118|electron transport;GO:0016021|integral to membrane	1.10.3.-|With oxygen as acceptor.	00965|Betalain biosynthesis
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.471		VBILegPne27771_0471		332199	332312	+	114		hypothetical protein		PLF_445_00004536	PGF_02070420			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.472	lpp0299	VBILegPne27771_0472	Q5X8F4	332712	334541	-	1830		Slr0302 protein	FIG01688834	PLF_445_00047177	PGF_02060796			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.473	lpp0300	VBILegPne27771_0473	Q5X8F3	334546	334842	-	297		Two-component system sensor histidine kinase	FIG00450955	PLF_445_00003950	PGF_12788863			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.474	lpp0301	VBILegPne27771_0474	Q5X8F2	334988	337546	-	2559		Zinc-regulated zinc transporting ATPase ZntA	FIG01663392	PLF_445_00000934	PGF_00067572			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.475	lpp0302	VBILegPne27771_0475	Q5X8F1	337878	338324	+	447		Zinc uptake regulation protein Zur	FIG00000479	PLF_445_00001267	PGF_00067547			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.476	lpp0303	VBILegPne27771_0476	Q5X8F0	338633	340444	+	1812		hypothetical protein	FIG00638284	PLF_445_00004358	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.477	lpp0304	VBILegPne27771_0477	Q5X8E9	340555	345045	-	4491	sidE	SidE protein, substrate of the Dot/Icm system	FIG00758050	PLF_445_00001964	PGF_02065766			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.478	lpp0305	VBILegPne27771_0478	Q5X8E8	345463	345945	-	483		hypothetical protein	FIG00757928	PLF_445_00002450	PGF_02069195			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.479	lpp0306	VBILegPne27771_0479	Q5X8E7	346040	348019	-	1980		hypothetical protein	FIG00758518	PLF_445_00001562	PGF_02061671			
